no_of_locations,no_of_conditions,enrollment,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length
3,1,119,2,3,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,2,28,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,884
2,1,51,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,213
1,1,44,2,1,0,0,0,0,0,0,0,0,0,0,0,30,65,-1,1,9,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,178
1,1,23,2,2,0,0,0,0,0,0,0,0,0,0,0,21,85,-1,1,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,273
1,1,56,2,2,0,0,0,0,0,0,0,0,0,0,0,21,65,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,411
1,1,40,2,0,0,0,0,0,0,2,0,0,0,0,0,18,80,-1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1317
1,1,34,8,3,0,0,0,0,0,0,0,0,0,0,0,45,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1531
23,1,99,6,6,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3898
1,1,24,2,1,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2315
1,1,40,4,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,6,10,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,554
1,1,76,2,3,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,445
19,1,102,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3018
2,1,80,6,4,0,0,0,0,0,0,0,0,0,0,0,21,70,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,498
1,1,38,5,2,0,0,0,0,0,0,0,0,0,0,0,21,70,-1,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,190
1,1,44,6,4,0,0,0,0,0,0,0,0,0,0,0,21,65,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,233
1,1,48,2,2,0,0,0,0,0,0,0,0,0,0,0,35,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,780
6,1,668,2,0,0,0,0,1,0,1,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,872
1,1,40,2,2,0,0,0,0,0,0,0,0,0,0,0,21,75,-1,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,553
1,1,16,2,2,0,0,0,0,0,0,0,0,0,0,0,12,21,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,2822
8,1,159,2,3,1,0,0,0,0,0,0,0,0,0,0,30,80,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1702
25,1,105,5,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1638
2,1,50,5,2,0,0,0,0,0,0,0,0,0,0,0,21,70,-1,1,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
1,1,71,8,8,0,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,963
30,1,174,3,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,398
1,1,525,3,3,0,0,0,0,0,0,0,0,0,0,0,30,80,-1,2,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1908
1,1,43,2,2,0,0,0,0,0,0,0,0,0,0,0,18,72,-1,1,21,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1577
1,1,258,3,6,0,0,0,0,0,0,0,0,0,0,0,35,75,-1,2,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,319
1,1,28,3,3,0,0,0,0,0,0,0,0,0,0,0,40,65,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,306
44,1,947,3,1,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2417
1,1,180,2,1,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3
2,1,3118,2,5,0,0,0,0,0,0,0,0,0,0,0,18,73,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5743
2,1,65,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,10,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1760
1,1,10,2,2,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,8
3,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,20,74,-1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1461
4,1,48,4,1,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3254
2,1,1007,2,3,0,0,0,0,0,0,0,0,0,0,0,18,78,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,5795
2,1,24,2,2,0,0,0,0,0,2,0,0,0,0,0,30,70,-1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,3
1,1,31,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1743
8,1,161,2,3,1,0,0,0,0,0,0,0,0,0,0,30,80,-1,1,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1297
12,1,61,4,4,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,5,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,925
1,1,105,3,3,0,0,0,0,0,0,0,0,0,0,0,30,80,-1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2822
1,1,60,3,3,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,543
1,1,515,3,3,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2690
5,1,60,2,1,0,0,1,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3751
6,1,203,2,2,0,0,0,0,0,0,0,0,0,0,0,20,60,-1,1,10,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,978
1,1,362,3,3,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5834
3,1,55,7,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3087
2,1,29,3,3,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1026
1,1,33,2,0,0,0,0,0,0,2,0,0,0,0,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,316
80,1,368,6,6,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1668
1,3,110,2,1,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1425
19,1,79,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,982
1,1,30,1,0,0,0,0,0,1,0,0,0,0,0,0,50,75,-1,1,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,64
1,1,570,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2691
1,1,40,2,2,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,11
1,1,74,3,3,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,297
66,1,448,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2318
55,1,332,6,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3669
1,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,16,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,480
3,1,58,3,0,0,0,0,0,0,3,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,613
15,1,311,2,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,6,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1466
3,1,24,2,3,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,345
2,2,24,2,2,0,0,0,0,0,0,0,0,0,0,0,18,99,-1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,624
3,1,48,2,2,0,0,0,0,0,0,0,0,0,0,0,18,69,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,969
1,1,32,11,2,0,0,0,0,0,0,0,0,0,0,0,21,65,-1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
1,1,30,3,3,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,20,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,2142
1,1,12,3,0,0,0,0,0,0,2,0,0,0,0,0,18,70,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,604
1,1,220,2,0,0,0,0,1,0,1,0,0,0,0,0,50,75,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,5
14,1,124,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,18,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,297
19,1,186,4,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1641
4,1,30,4,2,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2581
1,1,48,3,3,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
7,1,45,4,4,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3658
1,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0,20,79,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,818
3,1,250,4,4,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,438
1,1,200,2,2,0,0,0,0,0,0,0,0,0,0,0,19,75,-1,1,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,826
1,1,82,4,3,0,0,0,1,0,0,0,0,0,0,0,40,65,-1,1,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,3271
1,1,19,3,2,0,0,0,0,1,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,693
5,1,47,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1070
1,1,76,4,3,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1178
1,1,101,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1193
1,1,11,2,0,0,0,0,0,0,2,0,0,0,0,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,346
2,1,25,3,1,0,0,0,0,0,0,0,0,0,0,0,20,79,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5336
1,1,109,2,2,0,0,0,0,0,0,0,0,0,0,0,30,80,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2296
1,2,22,2,2,0,0,0,0,0,0,0,0,0,0,0,18,45,-1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1784
47,1,220,6,2,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3974
2,1,32,4,4,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,217
1,1,71,2,3,0,1,0,1,0,0,0,0,0,0,0,20,70,-1,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,597
1,1,57,2,3,0,0,0,0,0,0,0,0,0,0,0,30,70,-1,1,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1448
67,1,693,7,8,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1331
1,1,892,2,3,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2114
1,1,128,4,1,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1354
1,1,352,2,3,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,1,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1432
1,1,25,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,3,14,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,9
1,1,48,4,4,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
36,1,136,2,4,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1049
61,1,367,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,758
2,1,37,3,0,0,0,0,0,0,3,0,0,0,0,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2
1,1,28,2,0,0,0,0,0,0,2,0,0,0,0,0,40,59,-1,6,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1580
1,1,8,2,0,0,0,0,0,0,2,0,0,0,0,0,40,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,3780
1,1,315,5,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,673
2,1,99,4,4,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3300
79,1,289,3,3,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1220
2,1,60,3,0,0,0,0,0,0,3,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,224
1,1,143,2,2,0,0,0,0,0,0,0,0,0,0,0,19,79,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1924
1,1,7,3,0,1,2,0,0,0,0,0,0,0,0,0,18,65,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2428
1,1,22,3,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2541
1,1,34,4,4,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2861
1,1,71,3,3,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,581
4,1,203,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,12,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2403
1,1,318,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,2,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,4196
10,1,375,2,4,0,0,0,0,0,0,0,0,0,0,0,35,75,-1,1,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,329
1,1,100,2,2,0,0,0,0,0,0,0,0,0,0,0,19,80,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,350
1,1,170,2,2,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2035
1,1,254,7,3,0,0,0,0,0,0,0,0,0,0,0,18,74,-1,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,921
1,1,14,2,2,0,0,0,0,0,0,0,0,0,0,0,21,70,-1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,527
1,1,69,4,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,22,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,585
1,1,24,2,2,0,0,0,0,0,0,0,0,0,0,0,30,80,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2064
1,1,117,3,3,0,0,0,0,0,0,0,0,0,0,0,19,75,-1,1,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,331
1,1,44,5,6,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,151
39,1,88,2,1,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,8,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,877
5,1,67,9,9,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,418
1,1,30,2,0,0,0,0,0,2,0,0,0,0,0,0,40,85,-1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,751
216,1,1189,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3030
1,1,45,2,1,0,0,0,0,0,0,0,0,0,0,0,19,65,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,18
2,1,32,2,0,0,0,0,0,1,0,0,0,0,0,0,20,65,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,405
1,1,116,2,0,0,0,0,0,2,0,0,0,0,0,0,40,65,-1,2,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,561
1,1,44,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2525
1,1,86,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,41,19,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2711
1,1,150,5,5,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,420
1,1,55,2,0,0,0,0,0,2,0,0,0,0,0,0,18,60,-1,2,8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,971
1,1,62,2,0,1,0,0,0,0,0,0,0,0,0,0,45,75,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1
1,1,56,2,2,0,0,0,0,0,0,0,0,0,0,0,8,17,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,3
9,1,72,3,2,0,0,0,0,0,1,0,0,0,0,0,30,65,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2826
14,1,466,2,2,0,0,0,0,0,0,0,0,0,0,0,21,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3209
13,1,247,2,4,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1445
1,1,189,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2
1,1,40,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1361
1,1,120,3,3,0,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,4
1,1,130,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2013
18,1,279,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1055
71,1,305,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2749
58,1,373,3,3,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2888
1,1,60,2,2,0,0,0,0,0,0,0,0,0,0,0,19,75,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1578
